Tiempo,Ch1,Ch2
8.195,9.8,12.4
8.25,9.6,12.4
8.305,9.2,12.4
8.36,9.0,12.4
8.415000000000001,8.6,12.4
8.47,8.6,12.4
8.525,8.2,12.4
8.58,7.8,12.4
8.635,7.6,12.4
8.69,7.4,12.4
8.745000000000001,7.4,12.4
8.8,7.0,12.4
8.855,6.4,12.4
8.91,6.0,12.4
8.965,5.6,12.4
9.02,5.0,12.4
9.075000000000001,4.6,12.4
9.13,4.4,12.4
9.185,4.0,12.4
9.24,4.0,12.4
9.295,3.6,12.4
9.35,3.4,12.4
9.405,3.0,12.2
9.46,2.6,12.4
9.515,2.4,12.4
9.57,2.0,12.4
9.625,1.8,12.4
9.68,1.6,12.4
9.735,1.2,12.2
9.790000000000001,1.0,12.2
9.845,0.6,12.4
9.9,0.2,12.4
9.955,0.0,12.4
10.01,-0.6,12.2
10.065,-0.8,12.2
10.120000000000001,-1.2,12.4
10.175,-1.4,12.4
10.23,-1.6,12.4
10.285,-2.0,12.4
10.34,-2.2,12.4
10.395,-2.4,12.2
10.450000000000001,-2.8,12.2
10.505,-3.0,12.4
10.56,-3.4,12.4
10.615,-3.6,12.2
10.67,-3.8,12.2
10.725,-4.2,12.2
10.78,-4.6,12.4
10.835,-4.8,12.2
10.89,-5.2,12.2
10.945,-5.6,12.2
11.0,-5.8,12.2
11.055,-6.2,12.2
11.11,-6.4,12.4
11.165000000000001,-6.4,12.2
11.22,-6.8,12.2
11.275,-7.0,12.0
11.33,-7.2,12.2
11.385,-7.6,12.2
11.44,-8.0,12.2
11.495000000000001,-8.2,12.2
11.55,-8.4,12.2
11.605,-8.6,12.2
11.66,-8.8,12.2
11.715,-9.2,12.0
11.77,-9.4,12.2
11.825000000000001,-9.6,12.2
11.88,-9.8,12.0
11.935,-10.0,12.2
11.99,-10.4,12.2
12.045,-10.6,12.2
12.1,-10.6,12.0
12.155000000000001,-11.0,12.0
12.21,-11.2,12.2
12.265,-11.6,12.2
12.32,-11.8,12.2
12.375,-12.2,12.2
12.43,-12.4,12.0
12.485,-12.6,12.2
12.540000000000001,-12.8,12.0
12.595,-13.0,12.0
12.65,-13.2,12.2
12.705,-13.6,12.0
12.76,-13.8,12.2
12.815,-14.0,12.0
12.870000000000001,-14.2,12.0
12.925,-14.4,12.2
12.98,-14.6,12.0
13.035,-15.0,12.0
13.09,-15.0,12.0
13.145,-15.4,12.0
13.200000000000001,-15.6,12.0
13.255,-15.6,12.0
13.31,-15.8,12.0
13.365,-15.8,12.0
13.42,-16.0,12.0
13.475,-16.2,12.0
13.530000000000001,-16.4,12.0
13.585,-16.4,12.0
13.64,-16.6,12.0
13.695,-16.6,12.0
13.75,-16.8,12.0
13.805,-17.0,12.0
13.86,-17.0,12.0
13.915000000000001,-17.0,12.0
13.97,-17.2,12.0
14.025,-17.0,12.0
14.08,-17.2,12.0
14.135,-17.2,12.0
14.19,-17.4,12.0
14.245000000000001,-17.4,12.0
14.3,-17.4,12.0
14.355,-17.4,12.0
14.41,-17.6,12.0
14.465,-17.8,12.0
14.52,-17.6,12.0
14.575000000000001,-17.8,12.0
14.63,-17.8,11.8
14.685,-17.8,12.0
14.74,-17.8,12.0
14.795,-17.8,12.0
14.85,-17.8,12.0
14.905000000000001,-17.8,12.0
14.96,-17.8,12.0
15.015,-18.0,11.8
15.07,-17.8,11.8
15.125,-18.0,12.0
15.18,-17.8,12.0
15.235,-18.0,12.0
15.290000000000001,-18.0,12.0
15.345,-17.8,12.0
15.4,-18.0,11.8
15.455,-18.0,12.0
15.51,-17.8,11.8
15.565,-17.8,12.0
15.620000000000001,-17.8,12.0
15.675,-18.0,12.0
15.73,-17.8,12.0
15.785,-18.0,11.8
15.84,-17.8,12.0
15.895,-17.8,11.8
15.950000000000001,-17.8,12.0
16.005,-17.4,12.0
16.06,-17.4,12.0
16.115000000000002,-17.2,11.8
16.17,-17.2,11.8
16.225,-17.0,11.8
16.28,-17.0,12.0
16.335,-16.8,11.8
16.39,-16.6,12.0
16.445,-16.4,12.0
16.5,-16.4,11.8
16.555,-16.4,12.0
16.61,-16.0,11.8
16.665,-16.0,11.8
16.72,-16.0,11.8
16.775,-15.8,11.8
16.830000000000002,-15.8,11.8
16.885,-15.6,11.8
16.94,-15.4,11.8
16.995,-15.2,11.8
17.05,-15.2,11.8
17.105,-14.8,12.0
17.16,-14.6,11.8
17.215,-14.4,11.8
17.27,-14.4,11.8
17.325,-14.0,11.8
17.38,-14.0,11.8
17.435,-13.8,12.0
17.490000000000002,-13.4,11.8
17.545,-13.4,11.8
17.6,-13.0,11.8
17.655,-13.0,12.0
17.71,-12.8,11.8
17.765,-12.6,12.0
17.82,-12.2,11.8
17.875,-12.2,11.8
17.93,-11.8,11.8
17.985,-11.6,11.8
18.04,-11.4,11.8
18.095,-11.0,11.8
18.150000000000002,-10.8,11.8
18.205000000000002,-10.4,11.8
18.26,-10.4,11.8
18.315,-10.0,11.8
18.37,-9.8,11.8
18.425,-9.2,11.8
18.48,-9.0,11.6
18.535,-8.6,11.8
18.59,-8.6,11.8
18.645,-8.2,11.8
18.7,-8.0,11.6
18.755,-8.0,11.8
18.81,-7.8,11.8
18.865000000000002,-7.2,11.8
18.92,-6.8,11.8
18.975,-6.2,11.8
19.03,-5.8,11.8
19.085,-5.6,11.8
19.14,-5.2,11.6
19.195,-4.8,11.8
19.25,-4.6,11.8
19.305,-4.6,11.6
19.36,-4.2,11.8
19.415,-3.8,11.8
19.47,-3.4,11.6
19.525000000000002,-3.0,11.8
19.580000000000002,-2.8,11.6
19.635,-2.6,11.6
19.69,-2.4,11.6
19.745,-2.0,11.6
19.8,-1.8,11.6
19.855,-1.2,11.8
19.91,-1.0,11.6
19.965,-0.6,11.8
20.02,-0.2,11.6
20.075,0.2,11.8
20.13,0.4,11.8
20.185,0.8,11.8
20.240000000000002,0.8,11.6
20.295,1.2,11.6
20.35,1.4,11.6
20.405,1.8,11.8
20.46,2.0,11.8
20.515,2.4,11.8
20.57,2.6,11.6
20.625,2.8,11.6
20.68,3.2,11.6
20.735,3.6,11.6
20.79,3.8,11.8
20.845,4.2,11.6
20.900000000000002,4.4,11.6
20.955000000000002,4.8,11.6
21.01,5.0,11.6
21.065,5.4,11.6
21.12,5.6,11.6
21.175,6.0,11.6
21.23,6.0,11.6
21.285,6.2,11.6
21.34,6.6,11.6
21.395,6.8,11.6
21.45,7.0,11.6
21.505,7.4,11.6
21.56,7.6,11.8
21.615000000000002,7.8,11.6
21.67,8.2,11.6
21.725,8.6,11.6
21.78,8.6,11.6
21.835,9.0,11.6
21.89,9.2,11.6
21.945,9.4,11.6
22.0,9.4,11.6
22.055,9.4,11.6
22.11,9.8,11.6
22.165,10.2,11.6
22.22,10.6,11.6
22.275000000000002,10.8,11.6
22.330000000000002,11.2,11.6
22.385,11.4,11.6
22.44,11.8,11.4
22.495,12.0,11.4
22.55,12.2,11.6
22.605,12.4,11.4
22.66,12.6,11.6
22.715,12.8,11.4
22.77,13.0,11.6
22.825,13.2,11.4
22.88,13.4,11.6
22.935,13.6,11.4
22.990000000000002,13.8,11.4
23.045,13.8,11.6
23.1,14.2,11.4
23.155,14.4,11.6
23.21,14.6,11.6
23.265,14.8,11.4
23.32,14.8,11.6
23.375,14.8,11.6
23.43,15.2,11.6
23.485,15.2,11.6
23.54,15.2,11.8
23.595,15.4,11.6
23.650000000000002,15.6,11.8
23.705000000000002,15.6,11.8
23.76,15.8,11.6
23.815,16.0,11.8
23.87,16.0,11.6
23.925,16.2,11.8
23.98,16.2,11.6
24.035,16.2,11.6
24.09,16.2,11.8
24.145,16.2,11.6
24.2,16.4,11.8
24.255,16.4,11.8
24.310000000000002,16.4,11.8
24.365000000000002,16.4,11.8
24.42,16.6,11.8
24.475,16.6,11.8
24.53,16.6,11.8
24.585,16.8,12.0
24.64,16.8,12.0
24.695,16.8,11.8
24.75,16.8,12.0
24.805,16.8,11.8
24.86,16.8,12.0
24.915,16.8,12.0
24.97,16.8,12.0
25.025000000000002,16.8,12.0
25.080000000000002,16.8,12.0
25.135,17.0,12.0
25.19,16.8,12.0
25.245,16.8,12.0
25.3,16.8,12.0
25.355,16.8,12.2
25.41,16.8,12.0
25.465,16.8,12.2
25.52,16.8,12.2
25.575,16.8,12.2
25.63,16.8,12.0
25.685000000000002,16.8,12.2
25.740000000000002,16.8,12.2
25.795,16.8,12.2
25.85,16.8,12.4
25.905,16.8,12.4
25.96,16.8,12.2
26.015,16.6,12.4
26.07,16.4,12.2
26.125,16.2,12.4
26.18,16.0,12.4
26.235,16.0,12.4
26.29,15.8,12.4
26.345,15.8,12.4
26.400000000000002,15.8,12.4
26.455000000000002,15.4,12.4
26.51,15.4,12.4
26.565,15.4,12.4
26.62,15.2,12.4
26.675,15.2,12.4
26.73,15.0,12.4
26.785,14.8,12.4
26.84,14.8,12.4
26.895,14.6,12.6
26.95,14.6,12.4
27.005,14.4,12.4
27.060000000000002,14.2,12.6
27.115000000000002,14.0,12.4
27.17,13.8,12.6
27.225,13.4,12.4
27.28,13.4,12.4
27.335,13.2,12.4
27.39,13.2,12.4
27.445,13.0,12.4
27.5,12.6,12.4
27.555,12.4,12.6
27.61,12.4,12.4
27.665,12.2,12.4
27.72,12.0,12.4
27.775000000000002,11.8,12.4
27.830000000000002,11.4,12.4
27.885,11.2,12.4
27.94,11.2,12.4
27.995,10.8,12.4
28.05,10.6,12.4
28.105,10.4,12.6
28.16,10.0,12.4
28.215,9.8,12.4
28.27,9.4,12.4
28.325,9.2,12.4
28.38,9.0,12.4
28.435000000000002,8.6,12.4
28.490000000000002,8.2,12.4
28.545,8.2,12.4
28.6,7.8,12.4
28.655,7.4,12.4
28.71,7.4,12.2
28.765,7.4,12.4
28.82,7.0,12.4
28.875,6.4,12.4
28.93,6.0,12.4
28.985,5.2,12.4
29.04,5.0,12.4
29.095,4.6,12.4
29.150000000000002,4.4,12.4
29.205000000000002,4.0,12.2
29.26,3.8,12.4
29.315,3.6,12.4
29.37,3.4,12.4
29.425,3.0,12.4
29.48,2.6,12.4
29.535,2.4,12.2
29.59,2.0,12.4
29.645,1.8,12.4
29.7,1.4,12.4
29.755,1.2,12.4
29.810000000000002,0.8,12.4
29.865000000000002,0.4,12.2
29.92,0.2,12.4
29.975,-0.4,12.2
30.03,-0.8,12.4
30.085,-0.8,12.4
30.14,-1.2,12.2
30.195,-1.4,12.4
30.25,-1.8,12.2
30.305,-2.2,12.4
30.36,-2.2,12.2
30.415,-2.4,12.2
30.47,-2.8,12.4
30.525000000000002,-3.0,12.4
30.580000000000002,-3.4,12.4
30.635,-3.6,12.2
30.69,-4.2,12.2
30.745,-4.4,12.2
30.8,-4.6,12.2
30.855,-5.0,12.2
30.91,-5.2,12.4
30.965,-5.6,12.4
31.02,-5.8,12.2
31.075,-6.2,12.2
31.13,-6.4,12.2
31.185000000000002,-6.6,12.2
31.240000000000002,-6.8,12.0
31.295,-7.2,12.2
31.35,-7.2,12.0
31.405,-7.6,12.0
31.46,-8.0,12.2
31.515,-8.2,12.2
31.57,-8.6,12.2
31.625,-8.8,12.0
31.68,-9.0,12.2
31.735,-9.2,12.2
31.79,-9.6,12.2
31.845000000000002,-9.6,12.2
31.900000000000002,-10.0,12.0
31.955000000000002,-10.2,12.0
32.01,-10.4,12.0
32.065,-10.4,12.2
32.12,-10.6,12.2
32.175,-11.0,12.0
32.230000000000004,-11.4,12.2
32.285000000000004,-11.6,12.0
32.34,-12.0,12.0
32.395,-12.4,12.0
32.45,-12.6,12.0
32.505,-12.8,12.2
32.56,-13.0,12.0
32.615,-13.2,12.0
32.67,-13.4,12.0
32.725,-13.6,12.2
32.78,-14.0,12.0
32.835,-14.0,12.0
32.89,-14.4,12.0
32.945,-14.4,12.0
33.0,-14.6,12.0
33.055,-14.8,12.2
33.11,-15.2,12.0
33.165,-15.4,12.0
33.22,-15.4,12.2
33.275,-15.8,12.0
33.33,-15.8,12.0
33.385,-16.0,12.0
33.44,-16.0,11.8
33.495,-16.2,12.2
33.55,-16.2,12.0
33.605000000000004,-16.4,12.0
33.660000000000004,-16.6,12.0
33.715,-16.8,12.0
33.77,-17.0,12.0
33.825,-16.8,12.0
33.88,-17.0,12.0
33.935,-17.0,12.0
33.99,-17.0,12.0
34.045,-17.2,12.0
34.1,-17.2,12.0
34.155,-17.4,12.0
34.21,-17.4,12.0
34.265,-17.4,12.0
34.32,-17.4,12.0
34.375,-17.4,12.0
34.43,-17.4,11.8
34.485,-17.6,12.0
34.54,-17.4,12.0
34.595,-17.6,12.0
34.65,-17.8,12.0
34.705,-17.8,12.0
34.76,-17.8,12.0
34.815,-17.8,12.0
34.87,-17.8,12.0
34.925000000000004,-17.8,12.0
34.980000000000004,-18.0,12.0
35.035000000000004,-17.8,12.0
35.09,-17.8,12.0
35.145,-18.0,12.0
35.2,-17.8,12.0
35.255,-18.0,12.0
35.31,-17.8,12.0
35.365,-17.8,11.8
35.42,-18.0,11.8
35.475,-17.8,12.0
35.53,-18.0,12.0
35.585,-17.8,12.0
35.64,-17.8,12.0
35.695,-18.0,12.0
35.75,-17.8,11.8
35.805,-17.8,11.8
35.86,-17.8,11.8
35.915,-17.6,12.0
35.97,-17.4,12.0
36.025,-17.6,12.0
36.08,-17.4,12.0
36.135,-17.2,11.8
36.19,-17.0,11.8
36.245,-16.8,11.8
36.300000000000004,-16.8,11.8
36.355000000000004,-16.8,11.8
36.410000000000004,-16.6,11.8
36.465,-16.4,11.8
36.52,-16.4,12.0
36.575,-16.2,11.8
36.63,-16.2,11.8
36.685,-16.0,12.0
36.74,-15.8,11.8
36.795,-15.8,12.0
36.85,-15.6,11.8
36.905,-15.6,11.8
36.96,-15.4,11.8
37.015,-15.4,11.8
37.07,-15.2,11.8
37.125,-14.8,11.8
37.18,-14.6,11.8
37.235,-14.4,12.0
37.29,-14.2,11.8
37.345,-14.0,11.8
37.4,-14.0,11.8
37.455,-13.6,11.8
37.51,-13.4,11.8
37.565,-13.2,11.8
37.62,-13.0,11.8
37.675000000000004,-13.0,11.8
37.730000000000004,-12.6,11.8
37.785000000000004,-12.6,11.8
37.84,-12.4,11.8
37.895,-12.2,11.8
37.95,-11.8,11.8
38.005,-11.6,11.6
38.06,-11.4,11.8
38.115,-11.0,11.8
38.17,-10.8,11.8
38.225,-10.4,11.8
38.28,-10.2,11.8
38.335,-10.0,11.8
38.39,-9.6,11.8
38.445,-9.2,11.8
38.5,-9.0,11.8
38.555,-8.8,11.8
38.61,-8.6,11.8
38.665,-8.2,11.8
38.72,-8.2,11.8
38.775,-8.0,11.8
38.83,-7.6,11.8
38.885,-7.2,11.8
38.94,-6.6,11.8
38.995,-6.2,11.8
39.050000000000004,-5.6,11.8
39.105000000000004,-5.4,11.8
39.160000000000004,-5.0,11.8
39.215,-4.8,11.8
39.27,-4.8,11.8
39.325,-4.4,11.8
39.38,-4.2,11.6
39.435,-3.6,11.8
39.49,-3.4,11.8
39.545,-3.0,11.8
39.6,-2.8,11.6
39.655,-2.4,11.6
39.71,-2.2,11.6
39.765,-1.8,11.8
39.82,-1.4,11.8
39.875,-1.2,11.6
39.93,-0.8,11.6
39.985,-0.4,11.6
40.04,0.0,11.8
40.095,0.2,11.6
40.15,0.6,11.6
40.205,0.6,11.6
40.26,1.0,11.6
40.315,1.2,11.6
40.37,1.6,11.6
40.425000000000004,1.8,11.6
40.480000000000004,2.2,11.6
40.535000000000004,2.2,11.6
40.59,2.6,11.6
40.645,3.0,11.8
40.7,3.2,11.6
40.755,3.6,11.8
40.81,4.0,11.6
40.865,4.2,11.6
40.92,4.6,11.6
40.975,4.8,11.6
41.03,5.2,11.4
41.085,5.2,11.6
41.14,5.8,11.6
41.195,6.0,11.6
41.25,6.2,11.8
41.305,6.4,11.6
41.36,6.6,11.6
41.415,6.8,11.6
41.47,7.2,11.8
41.525,7.4,11.6
41.58,7.6,11.6
41.635,8.0,11.6
41.69,8.4,11.6
41.745,8.4,11.4
41.800000000000004,8.6,11.6
41.855000000000004,9.0,11.6
41.910000000000004,9.2,11.4
41.965,9.4,11.6
42.02,9.4,11.4
42.075,9.4,11.6
42.13,10.0,11.6
42.185,10.4,11.4
42.24,10.6,11.6
42.295,11.0,11.8
42.35,11.2,11.6
42.405,11.6,11.6
42.46,11.8,11.8
42.515,11.8,11.6
42.57,12.2,11.4
42.625,12.4,11.6
42.68,12.6,11.6
42.735,12.8,11.4
42.79,13.0,11.4
42.845,13.2,11.4
42.9,13.4,11.4
42.955,13.6,11.4
43.01,13.8,11.6
43.065,14.0,11.4
43.12,14.4,11.4
43.175000000000004,14.4,11.6
43.230000000000004,14.6,11.4
43.285000000000004,14.8,11.4
43.34,14.8,11.6
43.395,15.0,11.6
43.45,15.0,11.6
43.505,15.2,11.6
43.56,15.4,11.6
43.615,15.4,11.6
43.67,15.6,11.6
43.725,15.8,11.6
43.78,15.8,11.6
43.835,15.8,11.8
43.89,16.0,11.8
43.945,16.0,11.8
44.0,16.2,11.8
44.055,16.2,11.8
44.11,16.2,11.6
44.165,16.2,11.8
44.22,16.4,11.8
44.275,16.6,11.6
44.33,16.6,11.8
44.385,16.4,11.8
44.44,16.6,12.0
44.495,16.6,12.0
44.550000000000004,16.6,11.8
44.605000000000004,16.6,11.8
44.660000000000004,16.8,11.8
44.715,16.8,11.8
44.77,16.8,11.8
44.825,16.8,11.8
44.88,16.8,12.0
44.935,16.8,12.0
44.99,16.8,12.0
45.045,16.8,12.0
45.1,16.8,12.0
45.155,16.8,12.0
45.21,16.8,12.0
45.265,16.6,12.0
45.32,16.8,12.0
45.375,17.0,12.2
45.43,17.0,12.2
45.485,16.8,12.0
45.54,17.0,12.2
45.595,16.8,12.0
45.65,16.8,12.4
45.705,16.8,12.2
45.76,16.8,12.2
45.815,16.8,12.4
45.87,16.8,12.2
45.925000000000004,16.8,12.4
45.980000000000004,16.6,12.2
46.035000000000004,16.6,12.2
46.09,16.4,12.4
46.145,16.2,12.4
46.2,16.2,12.4
46.255,16.0,12.4
46.31,15.8,12.4
46.365,16.0,12.4
46.42,15.6,12.4
46.475,15.4,12.4
46.53,15.4,12.4
46.585,15.4,12.4
46.64,15.2,12.4
46.695,15.0,12.4
46.75,15.0,12.6
46.805,14.8,12.4
46.86,14.8,12.4
46.915,14.8,12.4
46.97,14.4,12.4
47.025,14.4,12.6
47.08,14.2,12.4
47.135,13.8,12.6
47.19,13.8,12.4
47.245,13.6,12.6
47.300000000000004,13.4,12.6
47.355000000000004,13.0,12.4
47.410000000000004,13.0,12.4
47.465,13.0,12.6
47.52,12.6,12.4
47.575,12.4,12.4
47.63,12.0,12.4
47.685,12.0,12.4
47.74,11.8,12.4
47.795,11.8,12.4
47.85,11.4,12.4
47.905,11.2,12.4
47.96,11.0,12.4
48.015,10.6,12.4
48.07,10.4,12.4
48.125,10.2,12.4
48.18,10.0,12.4
48.235,9.6,12.4
48.29,9.4,12.4
48.345,9.0,12.4
48.4,8.8,12.4
48.455,8.6,12.4
48.51,8.2,12.4
48.565,7.8,12.2
48.620000000000005,7.6,12.4
48.675000000000004,7.4,12.4
48.730000000000004,7.2,12.4
48.785000000000004,7.2,12.2
48.84,6.8,12.2
48.895,6.4,12.4
48.95,6.0,12.4
49.005,5.2,12.4
49.06,5.0,12.4
49.115,4.4,12.2
49.17,4.2,12.4
49.225,4.0,12.4
49.28,3.8,12.4
49.335,3.6,12.4
49.39,3.2,12.4
49.445,3.0,12.4
49.5,2.6,12.4
49.555,2.2,12.4
49.61,1.8,12.4
49.665,1.6,12.4
49.72,1.2,12.2
49.775,1.0,12.4
49.83,0.8,12.4
49.885,0.4,12.4
49.94,0.0,12.2
49.995000000000005,-0.4,12.2
50.050000000000004,-0.6,12.2
50.105000000000004,-1.0,12.2
50.160000000000004,-1.4,12.2
50.215,-1.6,12.4
50.27,-1.8,12.4
50.325,-2.0,12.4
50.38,-2.2,12.4
50.435,-2.8,12.2
50.49,-2.8,12.2
50.545,-3.2,12.2
50.6,-3.4,12.2
50.655,-3.8,12.2
50.71,-4.2,12.4
50.765,-4.4,12.4
50.82,-4.8,12.2
50.875,-5.2,12.4
50.93,-5.4,12.2
50.985,-5.6,12.2
51.04,-6.0,12.2
51.095,-6.2,12.2
51.15,-6.4,12.2
51.205,-6.6,12.2
51.26,-7.0,12.2
51.315,-7.2,12.2
51.370000000000005,-7.4,12.2
51.425000000000004,-8.0,12.0
51.480000000000004,-8.0,12.0
51.535000000000004,-8.2,12.2
51.59,-8.6,12.0
51.645,-8.8,12.2
51.7,-9.0,12.2
51.755,-9.2,12.0
51.81,-9.4,12.2
51.865,-9.6,12.2
51.92,-10.0,12.2
51.975,-10.2,12.2
52.03,-10.4,12.0
52.085,-10.6,12.0
52.14,-11.0,12.0
52.195,-11.0,12.2
52.25,-11.6,12.0
52.305,-11.8,12.0
52.36,-12.0,12.2
52.415,-12.4,12.0
52.47,-12.6,12.2
52.525,-12.8,12.2
52.58,-13.0,12.0
52.635,-13.4,12.0
52.69,-13.4,12.2
52.745000000000005,-13.6,12.2
52.800000000000004,-13.8,11.8
52.855000000000004,-14.0,12.2
52.910000000000004,-14.4,12.0
52.965,-14.4,12.0
53.02,-14.6,12.0
53.075,-15.0,12.0
53.13,-15.2,12.0
53.185,-15.4,12.0
53.24,-15.6,12.0
53.295,-15.8,12.0
53.35,-15.8,12.0
53.405,-15.8,12.0
53.46,-16.2,12.0
53.515,-16.2,12.0
53.57,-16.2,12.0
53.625,-16.4,12.0
53.68,-16.6,12.0
53.735,-16.8,12.0
53.79,-16.8,12.0
53.845,-16.8,12.0
53.9,-17.0,12.0
53.955,-17.0,12.0
54.01,-17.0,12.0
54.065,-17.2,12.0
54.120000000000005,-17.2,12.0
54.175000000000004,-17.2,12.0
54.230000000000004,-17.4,12.0
54.285000000000004,-17.4,12.0
54.34,-17.6,12.0
54.395,-17.4,11.8
54.45,-17.4,12.0
54.505,-17.6,12.0
54.56,-17.6,12.0
54.615,-17.8,12.0
54.67,-17.8,12.0
54.725,-17.8,12.0
54.78,-17.8,12.0
54.835,-17.8,12.0
54.89,-17.8,12.0
54.945,-17.8,12.0
55.0,-17.8,11.8
55.055,-17.8,12.0
55.11,-17.8,11.8
55.165,-18.0,11.8
55.22,-18.0,11.8
55.275,-18.0,12.0
55.33,-17.8,12.0
55.385,-17.8,12.0
55.44,-18.0,12.0
55.495000000000005,-18.0,12.0
55.550000000000004,-18.0,12.0
55.605000000000004,-18.0,11.8
55.660000000000004,-18.0,11.8
55.715,-17.8,11.8
55.77,-17.8,12.0
55.825,-17.8,12.0
55.88,-17.8,12.0
55.935,-17.6,12.0
55.99,-17.6,11.8
56.045,-17.2,11.8
56.1,-17.2,12.0
56.155,-17.2,11.8
56.21,-16.8,11.8
56.265,-16.8,11.8
56.32,-16.8,12.0
56.375,-16.8,11.8
56.43,-16.4,12.0
56.485,-16.4,12.0
56.54,-16.4,11.8
56.595,-16.2,11.8
56.65,-16.0,11.8
56.705,-15.8,12.0
56.76,-15.8,11.8
56.815,-15.8,11.8
56.870000000000005,-15.8,11.8
56.925000000000004,-15.6,11.8
56.980000000000004,-15.4,12.0
57.035000000000004,-15.2,11.8
57.09,-15.0,11.8
57.145,-14.8,11.8
57.2,-14.6,11.8
57.255,-14.4,11.8
57.31,-14.0,11.8
57.365,-14.0,11.8
57.42,-13.8,11.8
57.475,-13.6,11.8
57.53,-13.6,11.8
57.585,-13.2,11.8
57.64,-13.2,11.8
57.695,-12.6,11.8
57.75,-12.8,11.8
57.805,-12.4,11.8
57.86,-12.2,11.8
57.915,-12.0,11.8
57.97,-11.8,11.8
58.025,-11.4,11.6
58.08,-11.2,11.8
58.135,-11.0,11.8
58.19,-10.8,11.8
58.245000000000005,-10.4,11.8
58.300000000000004,-10.2,12.0
58.355000000000004,-9.8,11.8
58.410000000000004,-9.6,12.0
58.465,-9.2,11.8
58.52,-9.0,11.8
58.575,-8.6,11.8
58.63,-8.4,11.6
58.685,-8.2,11.8
58.74,-8.0,11.8
